revision_num,change_id,url,iteration_count,before_commit_id,after_commit_id,at_least_one_updated_java_file,T(created),T(merged),LOC changed,subject,message,cr_smell_lack_of_cr,cr_smell_ping_pong,cr_smell_sleeping_reviews,cr_smell_missing_context,cr_smell_large_changesets,cr_smell_review_buddies,at_least_one_cr_smell,code_smells_difference_count,is_increased
3734,If9e4208f28bfd94ce5d9f624e024dcce1eb58f22,https://git.eclipse.org/r/#/c/3734,3,31b6189ab16f2c3637788ef6aa536d4994327e6f,c8e4c48f69143bcfe3359e5153f91bcee40dd9b7,1,21/06/11,21/06/11,51,Add GitRepositoryProviderType,"Add GitRepositoryProviderType

Bug: 349353
Change-Id: If9e4208f28bfd94ce5d9f624e024dcce1eb58f22
Signed-off-by: Chris Aniszczyk <caniszczyk@gmail.com>",0,0,0,0,0,0,0,0,0
3735,I4f97c4d544ceca00bf5ab0c77d8800486bf4cc67,https://git.eclipse.org/r/#/c/3735,4,c0d5f2f50ac3699762d47fc6c72f268618ba9cbf,ae73ebef7b65aedbea94cfcd83e0e4b6f9e81241,1,25/06/11,25/06/11,370,[DRAFT] Add a reflog view,"[DRAFT] Add a reflog view

TODO, tests, finish, cleanup

Change-Id: I4f97c4d544ceca00bf5ab0c77d8800486bf4cc67
Signed-off-by: Chris Aniszczyk <caniszczyk@gmail.com>",0,1,0,0,0,0,1,1,1
3736,Ib4f121e6aa515ae078a4470c6e33bc46d6bb203d,https://git.eclipse.org/r/#/c/3736,1,574bf9e76cd8220e22bad5cf33999aa453a38b9f,a47778a8e256b2ec225e875ff1c4567afeb61727,1,16/06/11,16/06/11,93,Add unit test that opens commit viewer on valid commit.,"Add unit test that opens commit viewer on valid commit.

Change-Id: Ib4f121e6aa515ae078a4470c6e33bc46d6bb203d
Signed-off-by: Kevin Sawicki <kevin@github.com>",0,0,0,1,0,1,1,0,0
3737,I17004a9cff1fa9a909762625d879977f8472b204,https://git.eclipse.org/r/#/c/3737,1,a47778a8e256b2ec225e875ff1c4567afeb61727,c01326147ee4b2d05d47ee424beba81afcad6cb8,1,16/06/11,16/06/11,102,Add search dialog unit test.,"Add search dialog unit test.

Opens the Git commit search page, searches for a commit
SHA-1, and validates the results end up in the search view.

Change-Id: I17004a9cff1fa9a909762625d879977f8472b204
Signed-off-by: Kevin Sawicki <kevin@github.com>",0,0,0,0,0,1,1,0,0
3740,I6c3825255c96127cd8354f239db561bddddb1ccb,https://git.eclipse.org/r/#/c/3740,2,81de2b2cfd74c5b0b81036f18a2b4d72211d6bc3,d5c846d097b2f5504c18bd1e34c1ebc07ec4edee,1,16/06/11,16/06/11,3,Disable check/uncheck items when selection cannot be changed.,"Disable check/uncheck items when selection cannot be changed.

The toolbar items in the Files section of the commit dialog
should be disabled when changes are not allowed.

Change-Id: I6c3825255c96127cd8354f239db561bddddb1ccb
Signed-off-by: Kevin Sawicki <kevin@github.com>",0,0,0,0,0,1,1,0,0
3741,Ia23915c927aab406348ebb6ca040a5f6e6f7387f,https://git.eclipse.org/r/#/c/3741,2,7a102a3091da9141d5ac7fdcffc306b85ffc0b9e,e2ed8bbcb991a6a33ce5be5b49826b2e90b578f8,1,30/06/11,30/06/11,23,[historyView] Display HEAD and other additional refs,"[historyView] Display HEAD and other additional refs

When ""Show all branches"" is selected also always show HEAD and
additional refs. This helps e.g. in case of a detached
HEAD.

Change-Id: Ia23915c927aab406348ebb6ca040a5f6e6f7387f
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,0,0,0,0,0,0
3742,I2270ec8b68886b3715f2e07099d96486e5dcb504,https://git.eclipse.org/r/#/c/3742,4,07c2e0fde6ab7f2368872ce73cec1e80b2f97d04,1cbc6f3d657c28c90a147e44dd2088ffd76e2c2c,1,26/10/11,26/10/11,97,Introduced a FilterPath class that holds a path and the information whether the path is a regular file or a directory.,"Introduced a FilterPath class that holds a path
and the information whether the path is a
regular file or a directory.

This will be useful to implement the 'Follow Renames'
feature that needs to be effective only if filtered
path are actually one single regular file.",0,1,0,0,0,0,1,0,0
3743,Id810e22db3f415a8471a7c4c80d9abe9fcaeb21f,https://git.eclipse.org/r/#/c/3743,6,b77a1b65def9120b7e51729b63662030e21b9441,9a576b88cc879afb24ac97d104762dc6d3881a1c,1,26/10/11,26/10/11,170,Added the 'Follow Renames' feature to the history page.,"Added the 'Follow Renames' feature to the history page.

This adds a dedicated BooleanPrefAction, which is added to the 'Show'
sub-menu. When activated, an history page on one single regular file
sets a proper FollowFilter instance as TreeFilter for the current
walk.",0,1,0,0,0,0,1,0,0
3769,I1fe55aeaa30f528ec78ad4e0ce371b64fa55cf0a,https://git.eclipse.org/r/#/c/3769,2,d6c6a92dbcbae1f62551310b85d0982da196ed0a,21de759ef2575d8bc69e45b3ddd76eaad9031f3b,0,05/07/11,05/07/11,2,[sync] Disallow platform contribution into context menu,"[sync] Disallow platform contribution into context menu

Clean up synchronize view context menu by disallowing platform
contribution into this menu.

Change-Id: I1fe55aeaa30f528ec78ad4e0ce371b64fa55cf0a
Signed-off-by: Dariusz Luksza <dariusz@luksza.org>",0,0,0,0,0,1,1,NA,NA
3773,Id22c3d5d0ca7f6603b47f1c71fdc182ea75a8527,https://git.eclipse.org/r/#/c/3773,4,677414949d5f5e6d88d896b0a5d584d6582cf3e5,716bf6f251b940ebb45aadc4742191119ce9769d,1,27/06/11,27/06/11,34,Blame annotations: add a preference to ignore whitespace changes,"Blame annotations: add a preference to ignore whitespace changes

This adds a git preference that controls if whitespace changes are to be
ignored when calculating blame annotations from the context menu.

If checked, use the WS_IGNORE_ALL text comparator instead of the default
one when constructing the BlameCommand.

Change-Id: Id22c3d5d0ca7f6603b47f1c71fdc182ea75a8527
Signed-off-by: Henning Heitkoetter <hheitkoetter@googlemail.com>",0,1,0,0,0,0,1,0,0
3780,I1893895e880b6e9250adf8613293cdd5bc75625e,https://git.eclipse.org/r/#/c/3780,2,8a0fd385da8e0e96eec495e4381b7c2a739efc4d,78804c4cb6fce1677c2a43d54326f4a44f74be51,1,07/07/11,07/07/11,33,[sync] Show git actions for multiple selections,"[sync] Show git actions for multiple selections

In Workspace model we can show commit, add to index and ignore actions
for multiple selections because we can't distinguish already committed
elements.

Change-Id: I1893895e880b6e9250adf8613293cdd5bc75625e
Signed-off-by: Dariusz Luksza <dariusz@luksza.org>",0,0,0,0,0,1,1,0,0
3782,Ic56806ec08c57fe330fe6dac1df440225229a50e,https://git.eclipse.org/r/#/c/3782,2,bdca53ced1a56bcb90bc4f7758464cbdfda9f42c,63f1f0dbe9c2d3019d4dfc108463ca8061dd3cfe,1,27/06/11,27/06/11,7,Fixed an NPE in the reflog viewer when selecting a 'non-git' project.,"Fixed an NPE in the reflog viewer when selecting a 'non-git' project.

Bug: 350394
Change-Id: Ic56806ec08c57fe330fe6dac1df440225229a50e",0,0,0,0,0,0,0,0,0
3785,I4e53b9f40bd54d9ea52a89ec42a5853ffa0b4cf0,https://git.eclipse.org/r/#/c/3785,1,65ada4cf7fe010cd26b24aaafa4997577cf5ef29,ef4e96ef7b7a056214d6b79eb9c33b993e42a0ce,1,27/06/11,27/06/11,20,[sync] Fix NPE in GitSynchronizeData,"[sync] Fix NPE in GitSynchronizeData

Bug: 350452
Change-Id: I4e53b9f40bd54d9ea52a89ec42a5853ffa0b4cf0
Signed-off-by: Dariusz Luksza <dariusz@luksza.org>",0,0,0,0,0,0,0,0,0
3787,I0cb5e44b7f9d4a879a411e4d2993d50dcb741ea4,https://git.eclipse.org/r/#/c/3787,5,ef4e96ef7b7a056214d6b79eb9c33b993e42a0ce,df472180bc059a2a20f0ea3d3d7a7839ebcf03be,1,15/07/11,15/07/11,42,Export branch and pull internal packages,"Export branch and pull internal packages

Change-Id: I0cb5e44b7f9d4a879a411e4d2993d50dcb741ea4
Signed-off-by: Kevin Sawicki <kevin@github.com>",0,1,0,1,0,1,1,2,1
3789,I4c30e42b4206ac3ad0abf0867dc2f48ff09d6759,https://git.eclipse.org/r/#/c/3789,5,c0f8357d3d3dc628ce4f2056e262c35af8ecc618,c191e06c875261616aedac48d31e94954dec75d3,1,27/06/11,27/06/11,90,"Created a filtered tree viewer for the reflog view. This allows users to search based on commit id, or commit message.","Created a filtered tree viewer for the reflog view. This allows users
to search based on commit id, or commit message.

Change-Id: Ifff898a03fc38f1b861b02d3089358ffb51563cd

Add a key listener so the quick filter refreshes the view on each
keystroke.

Change-Id: I5f6aadf7dbffb0403014844238342e3209d776ab

Created a filtered tree viewer for the reflog view. This allows users
to search based on commit id, or commit message.

Change-Id: I4c30e42b4206ac3ad0abf0867dc2f48ff09d6759",0,1,0,1,0,0,1,0,0
3792,If0a9ffdf94d878d0c10823cf5409d5c92b2e4f2f,https://git.eclipse.org/r/#/c/3792,3,c191e06c875261616aedac48d31e94954dec75d3,58e96de4346a7555e790661dcb20dcd9e3bd431c,1,28/06/11,28/06/11,25,Refresh whenever the refs change.,"Refresh whenever the refs change.

This refreshes the reflog view whenever the refs fire a change
notification. For example, when you commit, the view is now updated
automatically.

Change-Id: If0a9ffdf94d878d0c10823cf5409d5c92b2e4f2f",0,0,0,0,0,0,0,1,1
3796,Idaabeba86467573108f7ab7307f11f4ad57d9378,https://git.eclipse.org/r/#/c/3796,2,58e96de4346a7555e790661dcb20dcd9e3bd431c,661647d559ed4cc3a2b0f652704bbfca77286c48,1,05/07/11,05/07/11,343,Make use of secure storage for ssh auth again,"Make use of secure storage for ssh auth again

Let EGitCredentialsProvider handle all currently known credential types
instead of just username and password. Both pubkey and password auth
work.

Reverts http://egit.eclipse.org/r/#change,3574 so that the
EGitCredentialsProvider is not silently overwritten.

Additionally removes the need for http://egit.eclipse.org/r/#change,3594

Change-Id: Idaabeba86467573108f7ab7307f11f4ad57d9378",0,0,0,0,0,0,0,1,1
3798,Ie0a6848c52c27dd843d388ad0fe3ba1ab191978c,https://git.eclipse.org/r/#/c/3798,3,b4f0de4ce2e7a315abbfe1af6fcbc3de2258f9d9,a2abe5f34c174b1ef68f87be08245092428a6cc4,1,01/07/11,01/07/11,37,Fix ClassCastException in LinkWithSelectionCommand,"Fix ClassCastException in LinkWithSelectionCommand

Bug: 348780
Change-Id: Ie0a6848c52c27dd843d388ad0fe3ba1ab191978c
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,0,0,0,0,0,0
3802,I8f1d633787556cf0df05211d323bf2cf2d018bdd,https://git.eclipse.org/r/#/c/3802,3,2ed3897cbab48747e1d83695ea741d4a90d26999,873c20c47e09638d83937ed4e11616f91791ae8e,1,03/07/11,03/07/11,12,Add aditional Refs to HistoryView,"Add aditional Refs to HistoryView

Now that additional Refs like FETCH_HEAD are treated as starting points
of the graph in the history view the coresponding labels should also be
shown.

Change-Id: I8f1d633787556cf0df05211d323bf2cf2d018bdd
Signed-off-by: Stefan Lay <stefan.lay@sap.com>",0,0,0,0,0,0,0,0,0
3805,Ic9ccd5c9f827a84c6a434c6a07bf5fbdeede7f46,https://git.eclipse.org/r/#/c/3805,4,853bab7c3a949186b61364f883f223f9e10da380,a1b8aff7293abb8b4e1e26416da753fe099c1eef,0,01/07/11,01/07/11,13,bug 347073 - clarify difference btw. remove and delete repository,"bug 347073 - clarify difference btw. remove and delete repository

The context menu of the repository view has the menu items ""Remove
Repository"" and ""Delete Repository"". ""Remove Repository"" removes a
repository from the repository view whereas ""Delete Repository"" deletes
a local [clone of a] repository from disk.

The difference btw. these two is not obvious enough. It was suggested to
adda tooltip to the context menu items but this appears not to be
technically possible. 

The patch proposes to rename the context menu item ""Remove Repository""
to ""Remove Repository from View"".

Change-Id: Ic9ccd5c9f827a84c6a434c6a07bf5fbdeede7f46
Signed-off-by: Adrian Goerler <adrian.goerler@sap.com>",0,1,0,0,0,0,1,NA,NA
3810,I021bfec3e073c3abc9e24e7e557a4613e2f8f7e8,https://git.eclipse.org/r/#/c/3810,1,37eaf62f258e7ebeba91be54d77cefa936be6af7,888c3ff180ee30858fff302271126dd8a667594e,1,05/07/11,05/07/11,91,"Log JGitInternalException occurring during push, e.g. invalid URI","Log JGitInternalException occurring during push, e.g. invalid URI

Bug: 346922
Change-Id: I021bfec3e073c3abc9e24e7e557a4613e2f8f7e8
Signed-off-by: Adrian Goerler <adrian.goerler@sap.com>",0,0,0,0,0,0,0,0,0
3811,I01bc77b041b6ab17f9e6a192519aa5577001065a,https://git.eclipse.org/r/#/c/3811,2,2e938cbaf531f46b5a00a7cc17ba281fdd0657ed,458df51b923876d87841147c40c48d15168dde77,0,03/07/11,03/07/11,12,Fix key binding conflicts,"Fix key binding conflicts

Redefine key binding for commit command to ""Ctrl + #"" (""Cmd + #"" on Mac) and remove conflicting key bindings for merge and ignore commands as
they are not that frequently needed. The merge command is also available
in the Git toolbar.

Bug: 314096
Bug: 321739
Bug: 337028
Change-Id: I01bc77b041b6ab17f9e6a192519aa5577001065a
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,0,0,0,0,NA,NA
3812,I581fe4b261bb0037ebb6683f78a6d2461acad3da,https://git.eclipse.org/r/#/c/3812,6,64c89fea3bccff6147438f91c0e121a817dabe90,d982e32957a44444b517864914331ec05a507ff6,1,25/08/11,25/08/11,17,Consider logical models when staging files,"Consider logical models when staging files

We need to take the model providers into account when staging files.
This means that, once a file is staged, all necessary files for model
consistency will be added too.

Bug: 348060
Signed-off-by: Benjamin Muskalla <benjamin.muskalla@tasktop.com>
Change-Id: I581fe4b261bb0037ebb6683f78a6d2461acad3da",0,1,0,0,0,0,1,0,0
3813,I95ed9d53dbf8509fdd89f3c47b0280b6e40e946b,https://git.eclipse.org/r/#/c/3813,6,211c4bf57b422bef0eb0c2e8a7d54bd397e3cfd7,95da383d9c8f34f11e44b5c42f512f139af3d878,1,25/08/11,25/08/11,91,Consider logical model when replacing files,"Consider logical model when replacing files

When replacing files from the repository, we should ask all model
providers if this set of resources is consistent in itself or if we
need to replace more resources to have a consitent model.

Bug: 348060
Signed-off-by: Benjamin Muskalla <benjamin.muskalla@tasktop.com>
Change-Id: I95ed9d53dbf8509fdd89f3c47b0280b6e40e946b",0,1,0,0,0,0,1,0,0
3814,Iac8175538b6b7f8a03cbbce70bdf60ebdb57ed38,https://git.eclipse.org/r/#/c/3814,2,51e75ba74768bf4ad1022de0a3cf909bd17c91a6,f1cf7c13e2ba2557a0e8247877a270ed1ff21fb6,1,05/07/11,05/07/11,2,Ignore self generated selection events in StagingView,"Ignore self generated selection events in StagingView

If the source of the selection event is the StagingView
itself then there is no need to process the event.

Change-Id: Iac8175538b6b7f8a03cbbce70bdf60ebdb57ed38",0,0,0,0,0,0,0,0,0
3817,I42b0ac94be979b36cb3f6d78141f6c65a5e5efbf,https://git.eclipse.org/r/#/c/3817,2,a888882027c11d140338bb24a2b04206729b3efd,566f876b4be58874655ad783f8ab546df2cbb36c,1,06/07/11,06/07/11,117,Fix remote tracking branch update on push,"Fix remote tracking branch update on push

Pushing via ""Team->Push to upstream"" and pushing via executing ""Push"" on
a remote's push node now updates the related remote tracking branch.
A third constructor was added to PushOperationUI to enable pushing on a
given remote name. The constructor of PushOperation was changed to take
the remote name instead of a remote config.
The new constructor in PushOperationUI was required because JGit's
PushCommand only updates the remote tracking branch if a remote name is
given. No update is performed if a push uri is provided.

Depends on JGit change
I2bc648abc517b1d01b2de15d383423ace2081e72

Bug: 317411
Change-Id: I42b0ac94be979b36cb3f6d78141f6c65a5e5efbf
Signed-off-by: Jens Baumgart <jens.baumgart@sap.com>
Signed-off-by: Stefan Lay <stefan.lay@sap.com>",0,0,0,0,0,1,1,0,0
3818,Ic1287e39d3a059d54b6c34447217eeb0af982a10,https://git.eclipse.org/r/#/c/3818,2,393239e2bbc2721e5ca3efe2f94e2ff2660c573b,836944a22a01799af90c77548cac4cdc3b487055,0,05/07/11,05/07/11,2,[findBugs] Remove ambiguous null check,"[findBugs] Remove ambiguous null check

Here selectedRepository is already known to be non-null, in addition
it's dereferenced a few lines above. Hence remove the unnecessary
null check.

Change-Id: Ic1287e39d3a059d54b6c34447217eeb0af982a10
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,0,0,0,0,NA,NA
3820,I32bb63c96676f8213b800558e7d52eb67ae30b2a,https://git.eclipse.org/r/#/c/3820,7,aeaa425413bd9df3b874552d14bd3fbeb47b5366,b9046526f9868b79e30eb718040fdd814f034e07,1,15/08/11,15/08/11,915,[sync] Simplify implementation of git remote objects,"[sync] Simplify implementation of git remote objects

Simplify implementation of git remote objects by using
CachedResourceVariant from team framework.

Also makes some cleanup in core tests.

Signed-off-by: Dariusz Luksza <dariusz@luksza.org>
Change-Id: I32bb63c96676f8213b800558e7d52eb67ae30b2a",0,1,0,0,1,1,1,0,0
3821,I7ddb21e7ff54333dd6d7ace3209bbcf83da2b219,https://git.eclipse.org/r/#/c/3821,13,2dced25119f35769438318312d71068dc7d6644d,de1f3ed49bd87f72b1cdc134d5f37332f8a6702a,1,04/09/11,04/09/11,905,[sync] Improve performance,"[sync] Improve performance

Adds thin cache that contains meta data (like changed object id's and
change type) from git. This cache is filled in background process just
before synchronization is launched and then it is used for quick
obtaining list of members for particular folder.

During my tests this implementation reduce time needed to compare linux
kernel source (version 2.6.38-rc2 against 2.6.36) in less then 1min
(usually 55s), when implementation from 1.0 needs 1m 40s.

Additionally some tests were updated.

This change requires also jgit change
I5a680a73e1cffa18ade3402cc86008f46c1da1f1

Change-Id: I7ddb21e7ff54333dd6d7ace3209bbcf83da2b219
Signed-off-by: Dariusz Luksza <dariusz@luksza.org>",0,1,0,0,1,1,1,-1,0
3822,Ifd6a34c23d3f4345d1d41b27f4a31a1964b32c4c,https://git.eclipse.org/r/#/c/3822,1,414a847d996bb1f61c44f32ce9287b47b5b57cb8,8f689e0281548d51557d65ad0390e3620c95ce68,1,05/07/11,05/07/11,107,[findBugs] Fix equals() implementations,"[findBugs] Fix equals() implementations 

All implementations of equals() must follow the contract defined by
Object.equals() [1].

[1] http://download.oracle.com/javase/6/docs/api/java/lang/Object.html#equals(java.lang.Object)

Change-Id: Ifd6a34c23d3f4345d1d41b27f4a31a1964b32c4c
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,0,0,0,0,0,0
3823,Ib782b1cb0ed55ce1f0a49afd83d702d0806c363c,https://git.eclipse.org/r/#/c/3823,2,8f689e0281548d51557d65ad0390e3620c95ce68,56f73d7a56dc0a52ff4b3f7c8ef6253b721810c1,1,06/07/11,06/07/11,10,[findBugs] Document use of super class equals() implementation,"[findBugs] Document use of super class equals() implementation

Change-Id: Ib782b1cb0ed55ce1f0a49afd83d702d0806c363c
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,1,0,0,1,0,0
3825,I86d6b414b692a0684a3e07b816d102a42070413d,https://git.eclipse.org/r/#/c/3825,1,5e207af33805a26833d1664b355da5b6fc019079,6f3f8eb88624524c1c503ececc0571a8cb27ba5c,1,06/07/11,06/07/11,7,[findBugs] Remove unused field,"[findBugs] Remove unused field

Change-Id: I86d6b414b692a0684a3e07b816d102a42070413d
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,1,0,0,1,0,0
3826,Ia0b83cabf8a99d7ea8ffda433acb8c5c471a8a68,https://git.eclipse.org/r/#/c/3826,1,6f3f8eb88624524c1c503ececc0571a8cb27ba5c,c297769e4509c52ca23c204126437351ff8f2c70,1,06/07/11,06/07/11,3,[findBugs] Make inner class static,"[findBugs] Make inner class static

Change-Id: Ia0b83cabf8a99d7ea8ffda433acb8c5c471a8a68
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,1,0,0,1,0,0
3827,I8b9541e0e489750de5b9d72165580707bc38b634,https://git.eclipse.org/r/#/c/3827,1,c297769e4509c52ca23c204126437351ff8f2c70,e7ab8b49d883c5b5cfa889bb763dc8a5ee1207d3,1,06/07/11,06/07/11,2,[findBugs] Do not ignore exceptional return  value of mkdir(),"[findBugs] Do not ignore exceptional return  value of mkdir()

Change-Id: I8b9541e0e489750de5b9d72165580707bc38b634
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,1,0,0,1,0,0
3828,Ic1805601e95c22505d56d14a006064c327950bbd,https://git.eclipse.org/r/#/c/3828,1,3d93f88d1a2099c639c0f33923b29df88da7d550,c9e12e451cf173f517d2173caa40a3c50da7ca2e,0,06/07/11,06/07/11,4,[findBugs] Prevent NPE when using readLine(),"[findBugs] Prevent NPE when using readLine()

The result of invoking readLine() was immediately dereferenced. If there
are no more lines of text to read, readLine() will return null and
dereferencing that will generate a null pointer exception.

Change-Id: Ic1805601e95c22505d56d14a006064c327950bbd
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,0,0,0,0,NA,NA
3829,Ia96fbe4680f270cb3e3372592330a28d465a507e,https://git.eclipse.org/r/#/c/3829,1,c9e12e451cf173f517d2173caa40a3c50da7ca2e,1b11a5dbb593d3b7103e81f150f39950f0aab5d6,1,14/07/11,14/07/11,8,[findBugs] Fix inconsistent synchronization,"[findBugs] Fix inconsistent synchronization

Change-Id: Ia96fbe4680f270cb3e3372592330a28d465a507e
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,1,0,0,1,0,0
3831,I34805473fa2e3fa8574f507415f0a88c9969af3c,https://git.eclipse.org/r/#/c/3831,1,3a277fc078c376f4e9b755c1f4152cc1bc559fcb,7832083cfc45fc5ca5fd2e827e5407482b4c8d04,1,06/07/11,06/07/11,1,Define a layout data for the warning composite,"Define a layout data for the warning composite

A composite in the history page was relying on a layout request to
have the layout data automatically generated and set onto the
composite. In the event that the composite's shell has been asked
to have its layout operations deferred, the layout data will not be
automatically generated or set, resulting in possible errors
farther down the code path when another method tries to ask the
composite in question for its layout data. The fix is to explicitly
set a layout data on the composite so that it doesn't have to rely
on a layout operation to have one.

Bug: 345354
Change-Id: I34805473fa2e3fa8574f507415f0a88c9969af3c",0,0,0,0,0,0,0,0,0
3832,I53d201e2b9eb885c1616a49eb75c86399d285e82,https://git.eclipse.org/r/#/c/3832,3,bc01e4399108c1307547205a69e9aa9c5460fc97,688b566a65c8111c16a11cd9c83f8de2824699fe,1,06/07/11,06/07/11,43,Fix exception on renaming folder containing untracked files,"Fix exception on renaming folder containing untracked files

Bug: 342584
Change-Id: I53d201e2b9eb885c1616a49eb75c86399d285e82
Signed-off-by: Jens Baumgart <jens.baumgart@sap.com>",0,0,0,0,0,1,1,1,1
3833,I049a9ecea9860f45731519793401d61ed719b4f7,https://git.eclipse.org/r/#/c/3833,1,2b0eeb970331f15d96d64d68177f86cf25ddeba7,0ec7dec34cac8c6ea64664418977704c956ed642,1,06/07/11,06/07/11,11,Avoid executing commands directly by using the handler service,"Avoid executing commands directly by using the handler service

Executing commands directly is not the recommended way for having
their handler invoked. Where possible we should be asking the
handler service to execute the command in question instead.

Bug: 350834
Change-Id: I049a9ecea9860f45731519793401d61ed719b4f7
Signed-off-by: Remy Suen <remysuen@ca.ibm.com>",0,0,0,0,0,0,0,0,0
3834,I4f811967540aaed4bb862a4d3f098a83c235c359,https://git.eclipse.org/r/#/c/3834,2,d3f2f70b6db2b68540213c90ab9d10f3f191d758,ab2c231076e53b861fe1d7a9d127a75e15c0c16d,1,07/07/11,07/07/11,18,Disable staging view fields and actions if no repo is selected,"Disable staging view fields and actions if no repo is selected

Bug: 351326
Change-Id: I4f811967540aaed4bb862a4d3f098a83c235c359
Signed-off-by: Jens Baumgart <jens.baumgart@sap.com>",0,0,0,0,0,1,1,0,0
3835,I2f37787597fe247d114097447851c57eae623ee9,https://git.eclipse.org/r/#/c/3835,1,18412fdeaa611f2608598983842eec0e1097c943,f62dc6035f4585394e4218522361a06520f416b6,0,12/07/11,12/07/11,7,Allow for refs w/o prefix refs/tags or refs/heads,"Allow for refs w/o prefix refs/tags or refs/heads

Git allows refspecs like tags/myTag:MyTag or HEAD:master, i.e. without
the complete prefix refs/tags or refs/heads. The push wizard did not
allow entering such specs, although jgit can correclty handle them.

Change-Id: I2f37787597fe247d114097447851c57eae623ee9
Signed-off-by: Stefan Lay <stefan.lay@sap.com>",0,0,0,0,0,0,0,NA,NA
3836,I108ff09ef39c3aefa5676c7724af2e42e3600172,https://git.eclipse.org/r/#/c/3836,4,f62dc6035f4585394e4218522361a06520f416b6,7e1cb4e5f1e47520ce4683c24ffae37bd318e64a,0,13/07/11,13/07/11,18,Fix wrong destination ref proposal in PushWizard,"Fix wrong destination ref proposal in PushWizard

When the user entered ""tags/myTag"" into the source field the PushWizard
proposed ""tags/myTag"" in the destination field. This is then expanded to
""refs/tags/tags/myTag"" by JGit. The analogous behavior was there if the
user entered heads/myBranch.

This commit fixes the bug; now the only the name after ""tags/"" resp.
""heads/"" is proposed in the destination field.


Bug: 341069
Change-Id: I108ff09ef39c3aefa5676c7724af2e42e3600172
Signed-off-by: Stefan Lay <stefan.lay@sap.com>",0,1,0,0,0,0,1,NA,NA
3838,Ice374512a4dac75b57cda7a846de4a898d76c449,https://git.eclipse.org/r/#/c/3838,2,140b81554c31f473217874a56b483380ed017e7c,eb9467c9bc6625c2db433dcf2b00816e2bc2c54a,1,06/07/11,06/07/11,104,Update progress monitor while counting objects.,"Update progress monitor while counting objects.

The EGit Progress Monitor is fixed so that its state is also updated for
unbounded monitors.


Bug: 332696
Change-Id: Ice374512a4dac75b57cda7a846de4a898d76c449
Signed-off-by: Adrian Goerler <adrian.goerler@sap.com>",0,0,0,0,0,0,0,0,0
3839,I269d39f75f1b3571481ee15fe24be6e915db222c,https://git.eclipse.org/r/#/c/3839,5,f896a586da6f6f51bbf91b2ba517374894d5ce18,b7689d95a1f88f8e04efec365ba12e8d19b77b37,1,07/07/11,07/07/11,27,[history Add anchor tag link text and use clabel for warning text.,"[history Add anchor tag link text and use clabel for warning text.

The 'Preferences...' link string was not wrapped in an 'a' tag
and so it was not selectable.

Also switching warning text to use a CLabel instead of a label
and a text field.

Change-Id: I269d39f75f1b3571481ee15fe24be6e915db222c
Signed-off-by: Kevin Sawicki <kevin@github.com>",0,1,0,0,0,1,1,0,0
3840,Id5c82a762885ce469b6ed08c2ab878ba2ed4a491,https://git.eclipse.org/r/#/c/3840,10,5fcabe49efa04666cf54c3d1c0d6471edf8b30d8,c3a7dee31d2494cc25744d1908b234e08d87f167,1,10/07/11,10/07/11,789,Add more information to merge and fetch results dialogs.,"Add more information to merge and fetch results dialogs.

* Commits and modified files displayed in fetch results table
* Commit author and date displayed for merge results
* Icons displayed for different ref update types

Bug: 351375
Change-Id: Id5c82a762885ce469b6ed08c2ab878ba2ed4a491
Signed-off-by: Kevin Sawicki <kevin@github.com>",0,1,0,0,1,1,1,1,1
3846,I161fb65e333df4af23a9d4316d531406c3f4e1ba,https://git.eclipse.org/r/#/c/3846,4,a47a41122f9f28142a17943f1956971bb49cafef,7e178e868b963a41ce42e1a42eec108762c0479d,1,07/07/11,07/07/11,87,Fix cherry pick,"Fix cherry pick

ssss

Change-Id: I161fb65e333df4af23a9d4316d531406c3f4e1ba
Signed-off-by: Jens Baumgart <jens.baumgart@sap.com>",0,1,0,0,0,1,1,0,0
3847,I128bed01d87f95e766021b234557641848fd6d12,https://git.eclipse.org/r/#/c/3847,2,f627f8769b66eea415cbb1e18b2b271f0a2a8695,43ad17a05c409148a32132ea1801de3067655aef,0,07/07/11,07/07/11,16,Provide error reporting facilities trough mylyn,"Provide error reporting facilities trough mylyn

This helps our users to simply create bug reports from the Error log.
The mapping defines the relationship between code and the corresponding
Bugzilla attributes.

Bug: 343578
Change-Id: I128bed01d87f95e766021b234557641848fd6d12
Signed-off-by: Benjamin Muskalla <benjamin.muskalla@tasktop.com>",0,0,0,0,0,0,0,NA,NA
