revision_num,change_id,url,iteration_count,before_commit_id,after_commit_id,at_least_one_updated_java_file,T(created),T(merged),LOC changed,subject,message,cr_smell_lack_of_cr,cr_smell_ping_pong,cr_smell_sleeping_reviews,cr_smell_missing_context,cr_smell_large_changesets,cr_smell_review_buddies,at_least_one_cr_smell,code_smells_difference_count,is_increased
33827,I0f65d440ce593d0a795ee068e5d84348b9207b5b,http://review.couchbase.org/#/c/33827,2,3ebc83f9511280e8bae69a6da8491f61d3e0afda,2dab7289a713f23453463319fe816a79cba0ba19,1,21/02/14,21/02/14,10,JCBC-418: Fix potential deadlock when reconfiguring.,"JCBC-418: Fix potential deadlock when reconfiguring.

This changeset fixes a potential deadlock which can happen during
reconfiguration and a failing node. When a 500 error response comes
back from the server, the httpcore IO pool handles the retry and
passes it back to our logic, where it grabs a new node to ask. This
node list is synchronized.

In parallel, when a reconfiguration happens, we synchronize on this
list and mark the appropriate node in the pool for shutdown. We
arrive in a deadlock situation because in our code the node list
is synchronized (waiting/holding) and in the httpcore code there
is a lock (waiting/holding) on the internal node to shutdown, but
it is still hold by the retry process.

This changeset moves the actual shutdown out of the synchronized
block, making sure that parallel requests can progress. The node
has been removed out of the list already, so it will not be
tried again for a regular view request (and we can shut down the
open connections behind the scenes).

Change-Id: I0f65d440ce593d0a795ee068e5d84348b9207b5b",0,0,0,0,0,0,0,0,0
33881,I3dc26b70c3547e42c0181486bc4e189b5e30ace9,http://review.couchbase.org/#/c/33881,2,2dab7289a713f23453463319fe816a79cba0ba19,a6a08822a9eec7ca69bf17deb52af24cc63bb2e3,0,24/02/14,25/02/14,10,Enable SNAPSHOT uploading through ant target.,"Enable SNAPSHOT uploading through ant target.

This changeset adds an additional ant target which deploys snapshot
releases directly into the sonatype snapshot repository.

See https://docs.sonatype.org/display/Repository/Sonatype+OSS+Maven+Repository+Usage+Guide#SonatypeOSSMavenRepositoryUsageGuide-7c.DeploySnapshotsandStageReleaseswithAnt
for more details on how to setup local authentication.

Change-Id: I3dc26b70c3547e42c0181486bc4e189b5e30ace9",0,0,0,0,0,0,0,NA,NA
33884,Id094092280115e66af6962eb8898a6e4b5f27f78,http://review.couchbase.org/#/c/33884,3,653f5bf2eefbd6638195cb72485ae679ccbd014c,369b8196177a78b50d4f8adcae00566a390bd041,1,24/02/14,25/02/14,284,JCBC-417: Expose (async)getsFromReplica.,"JCBC-417: Expose (async)getsFromReplica.

This changeset exposes the same replica read functionality as before,
but this time also exposes its underlying CASValue. The signature is
a mix between a replica get and a gets operation.

Change-Id: Id094092280115e66af6962eb8898a6e4b5f27f78",0,0,0,0,0,0,0,0,0
33907,I48d1f2857f9d4b3e394e994f8a9344ace029a278,http://review.couchbase.org/#/c/33907,2,0a8b2d375d1d902dd50c591366b91cc7824ca5fa,7466c8b7bb1d68a1b69816acab24c4607111f6a1,0,25/02/14,25/02/14,4,Upgrade Spymemcached to 2.10.6,"Upgrade Spymemcached to 2.10.6

Change-Id: I48d1f2857f9d4b3e394e994f8a9344ace029a278",1,0,0,1,0,0,1,NA,NA
33930,I73e9157093d5f0ea82b72d424548d1bc34afd5b5,http://review.couchbase.org/#/c/33930,6,1a52127cd670f6c5d72cca850bf914cc62fdede6,d127f4fba29536f6be5e6166eaaf57b781ebf30e,1,26/02/14,06/03/14,618,JCBC-421: Avoid hitting StringUtils for known non-JSON query params.,"JCBC-421: Avoid hitting StringUtils for known non-JSON query params.

This changeset explicitly checks param which are known to be booleans
or numbers and converts them directly into a string, without going the
(potentially costly) way through the StringUtils check.

Change-Id: I73e9157093d5f0ea82b72d424548d1bc34afd5b5",0,1,0,0,1,0,1,-1,0
34378,Iffce8028c49844eb5a834fcfc1e93e7525128536,http://review.couchbase.org/#/c/34378,3,d127f4fba29536f6be5e6166eaaf57b781ebf30e,2c335a65f9a9b6ef46b0904ec1e768342e65e43d,1,11/03/14,12/03/14,1,JCBC-427: Update enclosed HTTP provider with new configs.,"JCBC-427: Update enclosed HTTP provider with new configs.

This changeset makes sure that the enclosed HTTP configuration
provider also gets new configurations during runtime, so that once
it needs it, it doesnt override a good one with a very old one.

This is particularly important when the HTTP connection gets closed,
because then a ""notifyDisconnect"" would override a good config with
a old and outdated one, leading to inconsistencies.

Change-Id: Iffce8028c49844eb5a834fcfc1e93e7525128536",0,0,0,0,0,0,0,0,0
34380,I654bcecd0a1ffa576b7a5c146dc4580e37a7995e,http://review.couchbase.org/#/c/34380,2,af32cb730c029d766955f3d0277ad982c1f73719,3a2da97c37f558950e6e5ebfba7265edb97e499f,1,11/03/14,12/03/14,60,JCBC-426: Add support for manually disabling carrier or http bootstrap.,"JCBC-426: Add support for manually disabling carrier or http bootstrap.

This changeset adds the possibility to manually disable both carrier and
http bootstrap through system properties.

Carrier: System.setProperty(""cbclient.disableCarrierBootstrap"", ""true"");
Http: System.setProperty(""cbclient.disableHttpBootstrap"", ""true"");

If such a setting is issued, a INFO level message is logged to make it easier
during debugging and failure analysis. Note that in general, tweaking such
params is not necessary, althogh it might help in certain debugging and
failure conditions.

Change-Id: I654bcecd0a1ffa576b7a5c146dc4580e37a7995e",0,0,0,0,0,0,0,0,0
34555,I1b2b8b6fdc130b58c0765cea183010da568aaf0e,http://review.couchbase.org/#/c/34555,3,4ba543ea456ffb99da32bdf46a85eb837133bb65,489d5d2a3fad3ab08880c3b3f6a017b2623b08de,1,17/03/14,04/04/14,54,WIP: Fixing issues with rebalance & cccp in general,"WIP: Fixing issues with rebalance & cccp in general

BucketConfigurationProvider:

- Make sure that configs marked as outdated are not propagated up the
  stack but instead an outdated signal is raised, eventually leading
  to a fresh new correct configuration.

- When carrier config is used, register a connection observer that
  gets notified once the connection is closed and shuts it down, also
  signalling an outdated configuration, leading to a fresh new correct
  configuration.

- Simplifying the HTTP reconfiguration to only subscribe in one place.

CouchbaseConnection:

- Do not queue a node for reconnect if it is not part of the cluster
  anymore.

Change-Id: I1b2b8b6fdc130b58c0765cea183010da568aaf0e",0,0,0,0,0,0,0,0,0
34626,If4d9c83994ad82b0f22d0ea9edc2bc0e9dca7ffe,http://review.couchbase.org/#/c/34626,7,355b506217f64812e6b628945d37d86fdfef3fc4,fea0e841233f0336bf1fd32e9c6d855b2c4e578f,1,18/03/14,04/04/14,190,JCBC-431: Config poller for tainted carrier configurations.,"JCBC-431: Config poller for tainted carrier configurations.

This changeset adds a config poller for tainted carrier configurations.
It spawns once it finds a tainted config and stops once its not tainted
anymore.

What a tainted configuration exactly defines, is implemented in each
configuration implementation. The Provider just checks for the field
and acts accordingly.

Todo:
	- More testing
	- Find out what other characteristics identify a tainted connection.
	  currently, only the forward map is used as an identifier (memcache
	  buckets are never tainted)

Change-Id: If4d9c83994ad82b0f22d0ea9edc2bc0e9dca7ffe",0,1,0,0,0,0,1,0,0
34853,I40831905d61d263522e006774faecca9534e31e2,http://review.couchbase.org/#/c/34853,5,09715d67edfd31b5f633061c6771ea6c57fe6b25,1e0e91ad50613abb2febb7d84151f2881d03e741,0,24/03/14,04/04/14,135,Add development pom.xml,"Add development pom.xml

Motivation
----------
While ivy/ant works for years now, it is a little too hard to get
started when contributing simple patches with IDE setup. Since most
IDEs have good maven support, adding a pom.xml to get up and running
quickly makes it easier to contribute and develop.

Modification
------------
Add a pom.xml which is inteded to get up and running quickly. It is not
designed to do release management, which still happens through the
ant/ivy pipeline.

Result
------
Contributors and developers can import the project more easily and
contribute patches.

Change-Id: I40831905d61d263522e006774faecca9534e31e2",0,1,0,0,0,0,1,NA,NA
34854,I7d2acc94e2fbd220154caf8c5dfe787b9374ca5d,http://review.couchbase.org/#/c/34854,5,f7d325fe82236408f0321fd3e22c73fde83916b0,de37a5e3b7dcb7bd0685365d48f0c850eb04ee14,1,24/03/14,04/04/14,48,JCBC-436: Expose custom auth wait time setting.,"JCBC-436: Expose custom auth wait time setting.

Motiviation
-----------
With changes introduced in spy (SPY-159), it is possible to customize
the auth wait time on the connection factory builder. This time should
be increased for the couchbase SDK and also still be configurable.

Modifications
-------------
The setting is exposed through the regular methods, test have been added.
Note that the default time has been increased to 2.5 seconds, which mirrors
the default OP timeout.

Slight-side effect change: one test has been adapted to some interface
changes in the spymemcached library, which needs to be part of this changeset.

Result
------
The auth wait timeout is now configurable.

Change-Id: I7d2acc94e2fbd220154caf8c5dfe787b9374ca5d",0,1,0,0,0,0,1,0,0
34885,I89898017e2eea1f07a99b8a866d9a1b6e45bb825,http://review.couchbase.org/#/c/34885,6,840c14d0b1e4651e2a3ff430e8ba9f564a0df78a,0c43933e81acdf8fedc4a29f1b991386ee127648,1,25/03/14,04/04/14,14,Pending Verfication: Better NMV handling,"Pending Verfication: Better NMV handling

Motivation
----------
Once the NMVB collection (set) is full, we never reset it back
to a clean state. This means that once full, the primary node
will always be used, even if it returns NMVB itself multiple
times.

Also, because of the heuristics in place, a NMVB will not trigger
a config check for a new config. Since this is a clear pointer to
an outdated config, doing so will get it to a good confing quicker.

Modifications
-------------
If the collection is full, empty it out. This will make room for
subsequent attempts. Also, trigger a ""checkConfigUpdate"" if we need
to reschedule such an operation (thresholds in the CF still apply).

Also the code makes sure that the alternative node is active. This
needs to be in place because it could be that the node in the list
has been removed already, but is still hold as a reference in this
set.

Result
------
More robust handling of NMVB operations.

Change-Id: I89898017e2eea1f07a99b8a866d9a1b6e45bb825",0,1,0,0,0,0,1,0,0
34935,I66ac4e34a32e2da31d1b8a784bcfb39e9ce31f01,http://review.couchbase.org/#/c/34935,4,8adab04a9ec2e7f9922d07dd198830fc3c5ce1b2,063213a08f71fd99708c059734900fcc8283fb5d,1,26/03/14,04/04/14,43,JCBC-439: Fix AuthDescriptor overriding.,"JCBC-439: Fix AuthDescriptor overriding.

Motivation
----------
The AuthDescriptor, even when set through the builder, is ignored on factory
construction. This means that no manual descriptor can be passed in, always
leading to SASL auth list.

Modifications
-------------
The appropriate methods in the builder have been implemented and tests added
to verify the functionality.

Result
------
A custom descriptor can now be passed in and be used to override default auth
settings.

Change-Id: I66ac4e34a32e2da31d1b8a784bcfb39e9ce31f01",0,1,0,0,0,0,1,0,0
35264,I5543c028a2ee7c9bee0035d04f3fb576ee96bcf8,http://review.couchbase.org/#/c/35264,2,96846be05334a67ed9ea6f7869d4c822548a5975,da64a43f72e0438c7520a47d86e6f6c0a8c9ff7b,0,04/04/14,04/04/14,14,Upgrade spymemcached to 2.11.0,"Upgrade spymemcached to 2.11.0

Motivation
----------
Spymemcached 2.11.0 contains many changes that help with more stability
during authentication, reconneaction, and other scenarios. Also, more
methods are exposed for async mutating and typesafe status codes.

Modifications
-------------
Upgrade the dependency and adapt the test cases to fit with the new interface.

Result
------
Upgraded dependency.

Change-Id: I5543c028a2ee7c9bee0035d04f3fb576ee96bcf8",0,0,0,0,0,0,0,NA,NA
35719,Icc9b86661c69436e60f9dc4ace559ecfff4ff28b,http://review.couchbase.org/#/c/35719,2,e8d56ed2da0e91921d3d932e11f6cdc2c3e647d3,6c8e2d86595b5fadee4687f4bc39a67cb3286d82,1,15/04/14,15/04/14,11,Fix ConcurrentModificationException in VBucketNodeLocator,"Fix ConcurrentModificationException in VBucketNodeLocator

Motivation
----------
If a node needs to be removed in the VBucketNodeLocator#fillNodeEntries, the previous
code could lead to a ConcurrentModificationException.

Modifications
-------------
Use an iterator to safely remove it from the map.

Result
------
No more ConcurrentModificationException.

Change-Id: Icc9b86661c69436e60f9dc4ace559ecfff4ff28b",0,0,0,0,0,0,0,0,0
35722,I617561d900129e8ddda86e6ad624760473258a5f,http://review.couchbase.org/#/c/35722,2,6c8e2d86595b5fadee4687f4bc39a67cb3286d82,68cf5fe66a48cfec9e8bc1f5e4084ea94ba00d1d,1,15/04/14,15/04/14,38,Make sure CCCPAwarenessTest always has a bucket.,"Make sure CCCPAwarenessTest always has a bucket.

Motivation
----------
It could be the case that the CCCPAwarenessTest does not have a bucket
to use if used in the wrong order by JUnit for all tests.

Modifications
-------------
The fix makes sure that a default bucket is created, it also makes sure
that the test doesn't fail against more than one node incorrectly.

Result
------
The test is now more failure resilient to false positives.

Change-Id: I617561d900129e8ddda86e6ad624760473258a5f",0,0,0,0,0,0,0,0,0
36290,Ie7ba8992cdaba7114c8d8d1ef273344f71af9c87,http://review.couchbase.org/#/c/36290,4,5abcf346c828ffb84a9f2dc86f865a4495cdde19,c3bfe7e79d799c35774563f591a377c16a79ed4f,1,25/04/14,05/05/14,32776,Migrating Codebase.,"Migrating Codebase.

This changeset removes the 1.* codebase and:
	- Moves to Gradle as the build tool of choice
	- Sets up the new dependencies
	- Adds the first rough codeparts

Change-Id: Ie7ba8992cdaba7114c8d8d1ef273344f71af9c87",1,1,0,0,1,0,1,-33,0
36779,I5244dfc6d6f19288977ef98745d47efe25773093,http://review.couchbase.org/#/c/36779,3,8ed8a9b1d5e9e084fcc939ddcc4c0d13a8932733,c6575b9b68a8a576329deb4e016bc21fb27d91b3,1,07/05/14,07/05/14,60,JCBC-457: Force CCCP config fetching on node reconnect.,"JCBC-457: Force CCCP config fetching on node reconnect.

Motivation
----------
If a node needs to be reconnected, there is a strong indication that
the socket has been closed and this could be because of a topology
change.

Modification
------------
If a reconnect is scheduled, make sure it forces a config update.

Result
------
Quicker detection of topology changes, eventually getting quicker to
a valid config state.

Change-Id: I5244dfc6d6f19288977ef98745d47efe25773093",0,0,0,0,0,0,0,0,0
36828,I302b2192f2fc34ea7df36d3b83ce63197513d7be,http://review.couchbase.org/#/c/36828,2,c6575b9b68a8a576329deb4e016bc21fb27d91b3,30add66fced74a3c425d43197572b845d5fe4ee3,1,08/05/14,08/05/14,38,JCBC-453: Also check for fresh configs with failure modes != redistribute,"JCBC-453: Also check for fresh configs with failure modes != redistribute

Motivation
----------
When a different failure mode is used, it can be the case that a new
configuration is not picked up (ie with cancel).

Modification
------------
This changeset also makes sure we update the config reload threshold
if other failure modes are used.

Result
------
New configurations eventually get picked up even if other failure
modes are used.

Change-Id: I302b2192f2fc34ea7df36d3b83ce63197513d7be",1,0,0,0,0,0,1,0,0
36829,I2209edf896c448b4b14e71572866fd5057a1de30,http://review.couchbase.org/#/c/36829,2,30add66fced74a3c425d43197572b845d5fe4ee3,b91810f623f4e445d08354f81f74a355f2ea129d,0,08/05/14,08/05/14,4,Upgrade spymemcached to 2.11.2,"Upgrade spymemcached to 2.11.2

Change-Id: I2209edf896c448b4b14e71572866fd5057a1de30",1,0,0,1,0,0,1,NA,NA
36843,I36d8e5338b70f1bd1347571a063fac2e09e94d9b,http://review.couchbase.org/#/c/36843,3,9bb6bca0a09c73d4df726ad1fdc0338550721ec0,df50d123d43a5f53fff815f2614dd4f4ce552c0a,1,08/05/14,08/05/14,882,Better JsonDocument handling.,"Better JsonDocument handling.

Change-Id: I36d8e5338b70f1bd1347571a063fac2e09e94d9b",1,0,0,1,1,0,1,1,1
36981,I0eb5af448e8149017962030de6fe054358bd67ea,http://review.couchbase.org/#/c/36981,3,6f0fda94c9a7dda3be3ddedb4970f99e184e35b3,896e896aa8ce48d0c112d98e56e7b9f15762a0f7,1,12/05/14,16/05/14,125,JCBC-459: Ignore Configurations with old (or same) revID.,"JCBC-459: Ignore Configurations with old (or same) revID.

Motivation
----------
If carrier config is used, new configuration arrives in the payload of the
NMVB responses. Since configurations trickle through the server cluster not
100% at the same time, it can happen that we get a outdated configuration from
one of the nodes, where the client already is in the posession of a newer
one.

The server emits a revid with a monotonically increasing number, so if we
have a higher revid we can skip/discard incoming older ones and keep going.
By not ignoring them, the client may run into a situation where it updates
a older config in place for a newer one.

Modifications
-------------
The revnr is parsed out of the configuration, but if no id is set (for backwards
compatibility reasons), -1 is used. In the provider itself, if the number is > 0
it is checked against the current known revnr and if higher the new config
is used and the subscribers are notified.

Result
------
Older configurations will now not be used anymore if a newer version is already
in the posession of the SDK.

Change-Id: I0eb5af448e8149017962030de6fe054358bd67ea",0,0,1,0,0,0,1,0,0
36985,I50d81f0053360b1c073fa90c217bde18abafd78d,http://review.couchbase.org/#/c/36985,2,5d393ad66928c3d4c9f56cad97a5a57868f962cf,a3bd964ea9aa5d3ef977a3da756f16dfa530468f,1,12/05/14,16/05/14,46,JCBC-460: Make sure replica vbucket changes count as significant.,"JCBC-460: Make sure replica vbucket changes count as significant.

Motivation
----------
When a new configuration arise, there is a simple difference heuristic in place
which checks if a new configuration is worth applying or if it only contains
insignificant changes that are not worth the effort of applying a new configuration.

One of those measurements is if vbuckets have changed (the values in the vbuckets
array). One case that was not thought of before is if only replica vbuckets change
and the master buckets stay the same. This has been recently found to be an issue
when configurations are not applied because only the replica vbucket information
has changed.

Modifications
-------------
The algorithm now also checks the content of the replica vbuckets to see if
a significant modification has been made, leading to an update of the map
to the according parties.

Result
------
New configuration is now also applied if only the replica vbuckets change. A
test case has been added to verivy the functionality (and fails without the
change).

Change-Id: I50d81f0053360b1c073fa90c217bde18abafd78d",0,0,1,0,0,0,1,1,1
37267,Id47c4d201e067807fdf87db8ec5b9af6236b95bd,http://review.couchbase.org/#/c/37267,3,32aadaed05cfecf2923c129b49ad34aaa7ff105a,763f087a1897af71590cf967d6ca5fb8865f6898,1,19/05/14,19/05/14,4,Adding maven plugin.,"Adding maven plugin.

Change-Id: Id47c4d201e067807fdf87db8ec5b9af6236b95bd",1,0,0,1,0,0,1,0,0
37382,Iaa747b6576ffba9e38f2d8b5bc6ad9f56d050275,http://review.couchbase.org/#/c/37382,2,763f087a1897af71590cf967d6ca5fb8865f6898,80b8763e60b3abcfd4605e3a7bf2d655fbcaaf22,1,21/05/14,21/05/14,183,refactoring.,"refactoring.

Change-Id: Iaa747b6576ffba9e38f2d8b5bc6ad9f56d050275",1,0,0,1,0,0,1,0,0
37383,Iaca7ba3e39ae24ae66925ac14471c8ac22d80217,http://review.couchbase.org/#/c/37383,3,80b8763e60b3abcfd4605e3a7bf2d655fbcaaf22,bbb47deaeb16580070edda7ab628df960d090942,1,21/05/14,21/05/14,331,add simple n1ql support.,"add simple n1ql support.

Change-Id: Iaca7ba3e39ae24ae66925ac14471c8ac22d80217",1,0,0,1,0,0,1,0,0
37500,Ie988e581eed87b624fd5adb56620746d3cb654c7,http://review.couchbase.org/#/c/37500,2,bbb47deaeb16580070edda7ab628df960d090942,67082457e58ee81c1177d20bf0b1c9c4e5c1765b,1,23/05/14,23/05/14,112,cleanup for first dp.,"cleanup for first dp.

Change-Id: Ie988e581eed87b624fd5adb56620746d3cb654c7",1,0,0,1,0,0,1,0,0
37501,Ifc8f4769c41378948cad4e24827894c0daff7cca,http://review.couchbase.org/#/c/37501,2,67082457e58ee81c1177d20bf0b1c9c4e5c1765b,257c430af8b251a3e9f7e7e075b1dce5de97c1c4,0,23/05/14,23/05/14,69,enriching pom and adding javadoc and sources generation.,"enriching pom and adding javadoc and sources generation.

Change-Id: Ifc8f4769c41378948cad4e24827894c0daff7cca",1,0,0,1,0,0,1,NA,NA
37504,Ib049f03aba417f2f836f40361ea8bf833358da45,http://review.couchbase.org/#/c/37504,2,257c430af8b251a3e9f7e7e075b1dce5de97c1c4,bea4f925dd1a5e7ec2adf2e2c3e00ba5a38cfeb0,0,23/05/14,23/05/14,2,start work on dp2,"start work on dp2

Change-Id: Ib049f03aba417f2f836f40361ea8bf833358da45",1,0,0,1,0,0,1,NA,NA
37718,I7008bfc9b8d5722447a58a4cd415a4caaafb5906,http://review.couchbase.org/#/c/37718,2,cb538fcb7513a62c4ef4afd344dba972526ddd8c,6aced555336e48da989241c8b29fb60d60c267f1,1,02/06/14,02/06/14,710,"JCBC-359, JCBC-408, JCBC-409, : Multiple Javadoc enhancements.","JCBC-359, JCBC-408, JCBC-409, : Multiple Javadoc enhancements.

Motivation
----------
Several javadoc enhancements have been reported where API parts
need clarifications and more information.

Modifications
-------------
ComplexKey, Builder and replica get docs have been enhanced, hopefully
clarifying their usage and behavior.

Result
------
Better docs!

Change-Id: I7008bfc9b8d5722447a58a4cd415a4caaafb5906",0,0,0,0,1,0,1,0,0
37719,I97f0f0eb72e74a6400fecd5d03e8d35e537b4339,http://review.couchbase.org/#/c/37719,2,01b4bd0daeb7af99ef5bacc5c994873ed4ca5191,9680585c36f867dea60a5d4e47bfe31473abadc0,1,02/06/14,02/06/14,2,JCBC-413: Fix race condition in ClusterManager.,"JCBC-413: Fix race condition in ClusterManager.

Motivation
----------
When the ClusterManager response returns with a successful response, it could be that the code waiting
on the result is notified before the corresponding results are stored.

Modifications
-------------
The latch is now counted down after the results have been gathered, avoidin the race condition.

Result
------
The code afterwards waiting on the latch is now only counted down before the results have been gathered.

Change-Id: I97f0f0eb72e74a6400fecd5d03e8d35e537b4339",0,0,0,0,0,0,0,0,0
37722,Idb285bc794c190b876e63383d1eff690ba57d9ba,http://review.couchbase.org/#/c/37722,3,0bba81c6c6b624b603a416594c246036ec8bbf7f,f42199bda7033934ad2d4d5f7ebfe4f136b11c7d,1,02/06/14,02/06/14,32,JCBC-461: Limit the netty worker count for streaming conns.,"JCBC-461: Limit the netty worker count for streaming conns.

Motivation
----------
Under normal circumstances, netty should create worker threads on the fly
and since the client only uses one channel for the bucket streaming connection,
there should every only one be used.

Under failure conditions, it could be the case that many more threads
are created falsly.

Modifications
-------------
The worker count is prevented to one thread only, since only one channel needs
ever to be accessed.

Result
------
Providing a hard upper limit for worker threads prevents thread exhaustion.

Change-Id: Idb285bc794c190b876e63383d1eff690ba57d9ba",0,0,0,0,0,0,0,0,0
37726,I65bbe9ab1b5c27333012268cd3aafa5d8aa528b4,http://review.couchbase.org/#/c/37726,3,dfa37450ddd32ec070611e6a08b049e5a898fa29,8b63790b5d4780339605c0d348555fbe6c4a8f12,1,02/06/14,04/06/14,18,JCBC-463: Harden shutdown procedure in CouchbaseClient,"JCBC-463: Harden shutdown procedure in CouchbaseClient

Motivation
----------
Lingering bucket streaming threads are reported, this could be the case
if something is preventing them from being shut down.

Modifications
-------------
Split up the spymemcached IO and view IO shutdown in two different
try/catch blocks, to make sure the other part always runs, even if
something goes wrong in the other.

Result
------
Shutting down of the config threads now also happens if an exception
is raised during memcached IO shutdown.

Change-Id: I65bbe9ab1b5c27333012268cd3aafa5d8aa528b4",0,0,0,0,0,0,0,0,0
37729,I056b76ea009a689f4ba700730fb281d78d57484d,http://review.couchbase.org/#/c/37729,5,f8764eee7a10d4661e606f3e41fbbef1d51e4d7d,ed54f41fcd719e5523c312dd8951ff84b4257e91,1,02/06/14,04/06/14,121,JCBC-424: Broadcast NOOP on idle state.,"JCBC-424: Broadcast NOOP on idle state.

Motivation
----------
This changeset has two main motivations:

  - Detect rebalancing out nodes  & broken sockets even when there is no load.
  - Help firewalls that close idle sockets.

Modifications
-------------
In addition to a change in spymemcached which calls a method if the selector is woken up
without actually selecting something (so the delay hits), this change correlates the last
write with the woken up time. If the timespan is longer than a given maximum, a NOOP
broadcast is sent, which works like any other operation but immediately triggers broken
sockets and therefore a new configuration will be fetched.

Note that the NOOP broadcast is not sent under load, since the write timestamp will always
be fresh (and the more load the more seldom the method itself will be called from spy).

Result
------
Rebalancing away nodes and broken sockets are much quicker detected and also the socket is
prevented from being closed becasue it is idling too much in case of no load.

Change-Id: I056b76ea009a689f4ba700730fb281d78d57484d",0,1,0,0,0,0,1,0,0
37902,I42b72d131d2d8224b088989ff6ab27ce6e505903,http://review.couchbase.org/#/c/37902,2,7a8279eeb9c86e01f6fc6f957db2dc6df91f6754,63771069fcd8ed48a6fa7b56c8deba0ce53c2d2c,1,05/06/14,05/06/14,379,adding simple DSL for n1ql,"adding simple DSL for n1ql

Change-Id: I42b72d131d2d8224b088989ff6ab27ce6e505903",1,0,0,1,0,0,1,1,1
37903,I7b51952195a55c69d70ef151e493cd5d36c447a8,http://review.couchbase.org/#/c/37903,2,9c3e7b9e573fd8a098e0ce8cf5d7298c56b5a669,ae465c79b46fe92c02fa5c07233e99ae6d3d0760,0,05/06/14,05/06/14,4,Upgrading Spymemcached to 2.11.3,"Upgrading Spymemcached to 2.11.3

Change-Id: I7b51952195a55c69d70ef151e493cd5d36c447a8",1,0,0,1,0,0,1,NA,NA
37960,I985ecc860f16b967eb38e8a47f3297fac50fee6e,http://review.couchbase.org/#/c/37960,6,dddefdf7ea7abd87a892aa6ca79bce4c0e38b860,ec301988bef5f75d3fdbb2dce6730f1e01cf314c,1,06/06/14,16/06/14,3232,WIP: N1QL DSL.,"WIP: N1QL DSL.

Change-Id: I985ecc860f16b967eb38e8a47f3297fac50fee6e",1,1,1,1,1,0,1,-1,0
38364,Ic3c4026494c858e03d63767dd953675104687e0b,http://review.couchbase.org/#/c/38364,3,b6bfae87fb40440555227393fddd8b72083d813b,bebb25f3f376392f2490b3247c5f95b2f47f256e,1,17/06/14,25/06/14,59,JCBC-475: Harden configuration provider on shutdown and restarting of nodes.,"JCBC-475: Harden configuration provider on shutdown and restarting of nodes.

Motivation
----------
The current configuration provider runs into issues when nodes are restarted in
several edge cases. Also, shutdown handling was subject to race conditions, leaving
threads behind and as a result kept JVMs running.

Modifications
-------------
This changeset makes several modifications to the provider:
	- A shutdown variable is introduced and crucial parts of the code are made
	  aware of it, stopping their work if shutdown is true.
	- If a new carrier provider is set, the code now checks if there was an old
	  one in place, shutting it down. This makes sure that no threads are left
	  behind.
	- Only monitor the bucket in http bootstrap, avoiding weird stack overflows
	  if monitoring and bootstrapping does not succeed (if only one node is used
	  and it is restarted).

In addition the used CouchbaseConfigConnection has been clarified a bit so that
from a thread dump it is now visible if a data IO thread is meant or the config
thread for carrier configs.

Result
------
In general, the resulting provider should be more resilient to failure and should not
leave threads behind on shutdown.

Change-Id: Ic3c4026494c858e03d63767dd953675104687e0b",0,0,1,0,0,0,1,2,1
38668,I9b0052dd82bad4edbc54df4d06c98b6b18f31dce,http://review.couchbase.org/#/c/38668,2,13c7db75722a7ac67d60fd419714bddd91d2b38c,6805ba3d7a59ab27133007c439256412854a8b67,1,23/06/14,24/06/14,6,JCBC-476: Rework misleading log message.,"JCBC-476: Rework misleading log message.

Motivation
----------
The message in the changeset is misleading because the ops are now
queued up and therefore more resilient. Also, WARN is too high since
it should be just an INFO message. If auth or anything else fails,
different messages will be shown in the logs anyway.

Modifications
-------------
Change it to INFO level and also rework the text to be more clear
what is happening with the given key.

Result
------
No misleading information anymore which looks falsly suspicious.

Change-Id: I9b0052dd82bad4edbc54df4d06c98b6b18f31dce",0,0,0,0,0,0,0,0,0
38678,I56696a21ed14e9c0669eb5d05941f67a987eeb18,http://review.couchbase.org/#/c/38678,2,fca21b00c2647c5e390ea75dc65e40bb5934c159,eab67eaa0b8924e3455e973b609e5610e333b181,0,23/06/14,24/06/14,9,JCBC-477: Pass down the timeout to the getBulk for views,"JCBC-477: Pass down the timeout to the getBulk for views

Motivation
----------
If no timeout is passed down to the BulkGetFuture, Long.MAX_VALUE
is used as a timeout which, if something goes wrong, basically
translates to block the thread forever. Also, this breaks the
contract since a custom time can always be passed in.

Modifications
-------------
The timeout is now passed down to the bulk get so that a timeout
is properly respected.

Result
------
Correct behavior from the client side.

Change-Id: I56696a21ed14e9c0669eb5d05941f67a987eeb18",0,0,0,0,0,0,0,NA,NA
38739,Ifd952486746f7e707022db7192811cee0192763d,http://review.couchbase.org/#/c/38739,2,ea9fca735ea2bdd0c41e19bfc99295f0bb8de977,b2cb71398f0446dd1fe5a27cad9dcdc02303d66e,1,24/06/14,09/07/14,10,Fixed ViewQueryTest.java,"Fixed ViewQueryTest.java

Change-Id: Ifd952486746f7e707022db7192811cee0192763d",0,0,0,1,0,0,1,0,0
